,Position,Track Name,Artist,Streams,URL,TrackID,track_href,analysis_url,energy,liveness,tempo,speechiness,uri,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,type,id,mode
99,100,Tears (feat. Louisa Johnson),Clean Bandit,520792,https://open.spotify.com/track/7py16W5fWYLFFS6BElKAjn,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
100,101,Thinking Out Loud,Ed Sheeran,505551,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
101,102,Famous,Kanye West,492002,https://open.spotify.com/track/04mf1OkXHZ6TPBNM9sBcSm,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
102,103,Hotter Than Hell,Dua Lipa,488894,https://open.spotify.com/track/1z5jOmNswvnzjC5gFLu5Dv,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
103,104,My House,Flo Rida,487177,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
104,105,Let It Go,James Bay,475129,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
105,106,Dangerous Woman,Ariana Grande,471283,https://open.spotify.com/track/2h1IPjP471JJRSShTHRUhi,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
106,107,Come and See Me (feat. Drake),PARTYNEXTDOOR,470097,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
107,108,Never Forget You,Zara Larsson,469546,https://open.spotify.com/track/6WLS56xiRrXjSm9RSdL3zD,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
108,109,Stay,Kygo,463705,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
109,110,Cruel,Snakehips,463023,https://open.spotify.com/track/0B2RttXEiyXsMeQ7mMP3EI,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
110,111,Can't Feel My Face,The Weeknd,460902,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
111,112,Andas En Mi Cabeza,Chino & Nacho,454707,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
112,113,Bailar - Radio Edit,Deorro,451676,https://open.spotify.com/track/45sGyAtAxD6efaN0bJAFgh,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
113,114,Rise,Katy Perry,450257,https://open.spotify.com/track/1Ui3r0Ih8F2MroiCWreCYi,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
114,115,Hasta el Amanecer,Nicky Jam,447720,https://open.spotify.com/track/4wFHfY9IILHLNwakPuFogD,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
115,116,Adventure Of A Lifetime,Coldplay,427236,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
116,117,Sugar (feat. Francesco Yates),Robin Schulz,425944,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
117,118,Otra Vez (feat. J Balvin),Zion & Lennox,425925,https://open.spotify.com/track/7pk3EpFtmsOdj8iUhjmeCM,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
118,119,Sugar,Maroon 5,422194,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
119,120,Shaky Shaky,Daddy Yankee,412706,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
120,121,Borro Cassette,Maluma,405220,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
121,122,When We Were Young,Adele,402452,https://open.spotify.com/track/7IWkJwX9C0J7tHurTD7ViL,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
122,123,Good Grief,Bastille,399791,https://open.spotify.com/track/7n9bPHZvl5UvmLPhNjUH1C,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
123,124,Chandelier,Sia,399754,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
124,125,Don't,Bryson Tiller,398760,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
125,126,Lost Boy,Ruth B,397534,https://open.spotify.com/track/4h0zU3O9R5xzuTmNO7dNDU,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
126,127,The Hills,The Weeknd,397036,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
127,128,Money Longer,Lil Uzi Vert,396720,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
128,129,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,396195,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
129,130,Uptown Funk,Mark Ronson,392542,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
130,131,Lose Yourself - Soundtrack Version,Eminem,390289,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
131,132,Aloha,Møme,389987,https://open.spotify.com/track/2UMZjhZWNxZezcZiZvyvsZ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
132,133,Champions,Kanye West,383459,https://open.spotify.com/track/2nBI3iWLhupR7LyAJ5GGkE,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
133,134,Hands To Myself,Selena Gomez,376699,https://open.spotify.com/track/3CJvmtWw2bJsudbAC5uCQk,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
134,135,No Role Modelz,J. Cole,375494,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
135,136,Wicked,Future,372130,https://open.spotify.com/track/6BbINUfGabVyiNFJpQXn3x,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
136,137,Dancing On My Own,Calum Scott,371696,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
137,138,X (feat. Future),21 Savage,371598,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
138,139,Desde Esa Noche,Thalía,371421,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
139,140,How Deep Is Your Love,Calvin Harris,366255,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
140,141,Sexual,NEIKED,365829,https://open.spotify.com/track/24n5tZm9XnaoNAkcW5NC5B,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
141,142,Father Stretch My Hands Pt. 1,Kanye West,365255,https://open.spotify.com/track/6QO46cJfmFvvCKUgauKOKS,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
142,143,"See You Again (feat. Charlie Puth) - From ""Furious 7""",Wiz Khalifa,363627,https://open.spotify.com/track/66CFbqJScx6zRieGllITcs,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
143,144,Company,Justin Bieber,363596,https://open.spotify.com/track/09mhA1SJjMHniZPF4Hcihn,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
144,145,YOUTH,Troye Sivan,362097,https://open.spotify.com/track/68fXn0TVggt7Gr0sPbBuI5,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
145,146,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,361745,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
146,147,One Call Away,Charlie Puth,360486,https://open.spotify.com/track/37R0bQOQj5a7DOqh1TGzvB,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
147,148,Where Are Ü Now (with Justin Bieber),Jack Ü,358200,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
148,149,Bang My Head (feat. Sia & Fetty Wap),David Guetta,354836,https://open.spotify.com/track/53Y0kdCa1CZ9gRqEuknfwy,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
149,150,Is This Love - Remix,Bob Marley & The Wailers,353805,https://open.spotify.com/track/1w5sLDYzYAGI0AkLc6FPlO,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
150,151,Ya Me Enteré - Urban Version,Reik,353050,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
